0x8FF7B62D,00
0xA6295842,StomachSmall
0xB3BCF4DF,StomachStart
0x92F4DA2E,StomachToggle
0x36900248,StomachType
0x10F7EE55,Stone
0x2D441AAE,Stone_Undefined
0xD44AD34B,StoneSpecimen
0x9115A892,Stopping
0x733C045A,Stopwatch
0x70A3E522,StraddleAfSourcesSeesawIndex0
0x6EBA079C,StraddleAfSourcesSeesawIndex1
0xF0D70A34,StraddleAfSourcesSwingRider
0x1FDF3721,StraddleByUsingRight
0xA5FF82D6,Straddling
0xCA7A4B85,Strata00
0x19E9700B,Strawberry
0xD2B248EB,Street00
0x57DCC3EB,StreetDance
0x604D4D84,StreetDanceCycleField
0x1C362772,StreetDanceCycleLDK
0xDA6BF884,StreetDanceCycleMyRoom
0xA33CA567,StreetDanceSet
0x868423DC,StreetDanceTogether
0xC5AC0F94,StreetDanceTogetherLDK
0xB5595C2A,StreetDanceTogetherMyRoom
0xFDEEDB62,Stretch
0xE41AF118,StretchFlower
0x97F4771F,StretchTogether
0x40BD1588,StretchTogetherDirection
0x748D4D10,StretchTogetherDirectionLarge
0x74B75745,StretchTogetherDirectionLDK
0x4296A6F2,StretchTogetherDirectionMyRoom
0x78F33985,StretchTogetherLarge
0xC25C99FC,StretchTogetherLDK
0xC1E7E64B,StretchTogetherMyRoom
0xE46FBFE4,String
0x5402A242,StringCheese
0x6CDBBF2F,Stuffed00
0xDD188A35,Stuffed01
0xBD49715A,Stuffed02
0x163C6ED0,Stuffed03
0x514405C9,Stuffing
0xF0F7EF20,Stupefaction
0x60189D59,StupefactionOpenMouth
0x8B99F68B,StyleGroup
0x3F91DDD6,SubActorSetHash
0x527FFB90,SubColor
0x7379AC7F,SubType
0xC36F0D7B,Subuta
0x336466CF,Success
0xEF03DCF8,Success00
0x531DBA99,SuccessMii0
0x549DE98A,SuccessRivalMii0
0x7FEB0F9E,SuccessRivalMii1
0x77388659,SugarGlider
0xB06670D5,Suika
0xD602D029,Sukiyaki
0xF1D620FE,Summer
0xACDDB9DF,Sundepokku
0x60B18629,SundobuTige
0x24D1603F,SunflowerSeeds
0x5C79A676,SunglassesColor
0xBB9DB475,SunglassesType
0x40F35DF6,SuperGood
0x39D084ED,Supermarket
0xABF22CF3,SuperMarket
0x49611F46,Superscope
0x63F538B7,Surprise
0x6F80278D,SurprisedAndRun
0xD9F76E23,SurpriseFacePartsFallApart
0x2BB7CD0F,SurpriseOpenMouth
0x968E755F,Surume
0x43CBC447,Sushi
0x50F2D714,Sushi00
0xDD65862A,SuspendData
0x979BA2C1,SuspendingAndFinished
0xA45B0754,SuspendingAndFinished_Custom
0x51B09091,SuspendingAndFinishedDefinitely_Custom
0x754CDE19,SuspendingLeaving
0x92C2EED4,SuspendMii
0xEFC92131,SuspiciousSwitch
0x5D11C26F,Suyuku
0x621287EE,SwallowsNest
0x33AB4DF6,Sweet
0x9809E6C7,SweetPotato
0x2DFCB91A,Sweets
0x5556FE66,Swimming
0xF7695369,SwingRider
0xA2C457DB,SwitchConL_Use_Left
0xAF173963,SwitchConR_Use_Right
0xB3005873,Sword
0x65DE5566,Sync
0xC76681CC,Syokupan
0x52DFC8A2,System
0x35431DA5,SystemCape
0x5BDF5608,SystemCape_Center
0xA84FB48D,SystemCape_Edge
0x7E06DA05,SystemPrivateRoom
0x98B1425B,SystemSeaside
0xE8D498F8,SystemSeaside_2x1
0x751CF440,SystemSeaside_2x1_Edge
0x3072706D,SystemSeaside_Edge
0x6AF0F60A,SystemToParentMap
0x2ABFBCE8,SystemVacantLand_2x2
0x027027EC,SystemVacantLand_2x2_Center
0x6667AA09,SystemVacantLand_2x2_Low
0x34E21F7B,SystemVacantLand_3x3
0x20958569,SystemVacantLand_3x3_Center
0xD4B2FD26,SystemVacantLand_3x3_Low
0xF86563E7,SystemVacantLand_5x5
0x21945D4D,SystemVacantLand_5x5_Center
0x76DBFC97,SystemVacantLand_5x5_Low
0x701398FF,SystemVacantLand_FountainPark
0x8F6B0C72,Syumai
0xD8F3A63A,TableBench
0xF5A44017,Tacos
0x30112525,TaiIkedukuri
0x81571116,Tail
0xDC35E2A4,Taiyaki
0x5A7914D0,TakeItOutOnObject
0x0FEBF06C,Takoyaki
0x0A3D6508,Talk
0x72C1D877,TalkAboutFacility
0x7235C33A,TalkAboutFacilityClothShop
0xD7707BC6,TalkAboutFacilityMyGoodsShop
0xB2ADD48E,TalkAboutHouse
0x25FB2BEE,TalkChoice
0x8E20AF76,TalkChoiceFocus
0x1CEA25DD,TalkEnd
0x92794BA5,TalkGauge
0x05EA6405,TalkInSleep
0x735B9BD3,TalkPush
0xE6E26155,TalkStart
0x6C6F7A8E,TalkToMyselfAboutTargetMii
0x5CFB7A3B,TamagoYaki
0x4EFC3D8E,Tamale
0xB75934B5,Tangyuan
0xFD0FE7D8,Tanping
0x01A36221,Tapa
0x634378CF,TargetClothId
0x9F2A78A3,TargetCoordinateId
0x969AF9E5,TargetFoodId
0xDBE1BAD4,TargetGoodsId
0xE4A896CF,TargetItemType
0x7E43253E,TargetMapObject
0x24792F5A,TargetMii1
0xB654E3CD,TargetMii2
0x098C4E4B,TargetMiiBoth
0xBD2DFF83,TargetMiiIndex
0x08D98CA6,TargetOffset
0xF67AAB38,TargetPresetIndex
0x388CC40D,TargetUgcFoodIndex
0xC821A4D1,TargetUgcGoodsIndex
0x97EEAA7B,TargetUgcTextIndex
0x225C035A,TasteType
0x4D17E4FE,Tatami
0x3ACA9C79,TatiuoYaki
0xE7584C6C,Tea
0x0B0DAFA7,Tekipaki
0x8FBFC361,TelopChat_Dark
0xEA72818C,TelopChat_Dark_NoJoin
0x0C46EC47,TelopChat_Fervor
0x55D207D2,TelopChat_Fervor_Game
0xD3D074A1,TelopChat_Fervor_NoJoin
0x9CD4CA35,TelopChat_Laugh
0x54A8C9C5,TelopChat_Laugh_Game
0xDBF41EC2,TelopChat_Laugh_NoJoin
0x87B9BC33,TelopChat_Laugh_Pet
0x10F3428A,TelopChat_Laugh_Record
0x5DB8EC1C,TelopChat_Love
0x7D534370,TelopChat_Love_Game
0x5B49752B,TelopChat_Love_NoJoin
0xF11924B1,TelopChat_Relax
0xE83564B0,TelopChat_Relax_Anything
0x39B764FD,TelopChat_RelaxNoJoin
0x053FE32D,TelopChat_Sad
0x5B7149F5,TelopChat_SadNoJoin
0x1739E17E,TelopChat_Secret
0x19EA0566,TelopChat_Secret_NoJoin
0xECB2BC38,TelopChat_Secret_Pet
0x516DF084,TelopChat_Secret_Record
0xA16DC444,TelopChat_Surprise
0x408159A4,TelopChat_Surprise_Anything
0x9CE6F4E2,TelopChat_Surprise_NoJoin
0x4E480188,TelopChat_Surprise_Pet
0x34C5F6A8,TelopChat_Surprise_Record
0x1D9567D6,TelopChatSpeech_Dark
0xB8ACFB95,TelopChatSpeech_Fervor
0x7178B187,TelopChatSpeech_Laugh
0xB953D2B9,TelopChatSpeech_Love
0x55F80E80,TelopChatSpeech_Sad
0x17CAD197,TelopChatSpeech_Secret
0x2ADF3A19,TelopChatSpeech_Surprise
0x65B743FE,Temperature
0x0DDF296A,Temple00
0xA393A3B2,Tender
0xFFA823F6,Tendon
0x793FDA98,Tenpura
0x79F256D9,Tension
0x2C401F24,Terminate
0xB21617D2,TerraceBench
0xF945CADB,TerrestrialGlobe
0x07556CA6,Test
0xD0569933,Text
0x640709F9,TextData
0x68432CCC,TextOnlyMii
0xD850C40F,Texture
0x93F475EA,TextureL
0x27E9CEC7,TextureM
0xED5F353B,TextureS
0x443BD132,TextureSourceType
0xB5ECF182,Theme
0x5677305F,They
0x60A87C62,ThingThrow
0x1053DF72,Third
0xFF7BDE4A,ThirdMiiHouse
0x7205DB34,ThirdPersonRegionLanguageID
0x077A3313,ThroughWindow
0x78261946,Thumbnail
0x5A6E7FBE,Ticket
0xEAAADEE7,Tickles
0xA155274B,Tile
0xAA1F82B8,Time
0x2B3EC71F,Time0
0x49F379CB,Time1
0x0A21854F,Time2
0x4C8B7AF6,Time3
0x8DE6A866,Timeover
0xB0E83BE4,TimeRange
0x6600F5A4,TinToy
0xF7A7883A,Tiramisu
0x6C91DC8E,Tissue
0x79CF1225,To
0xD8ACFCBC,ToActor
0x1FB627E0,ToActorByReaching
0x4AC784DA,ToActorsAIReaching
0x745B3E2C,ToAffordanceSource
0x191A2BE0,ToAffordanceSourcesDirZ
0xB309C868,ToAfSource
0x1B2CEA11,ToAfSourceByReaching
0xBEDFD065,ToAfSourcePlusMinusDegree
0x61C9C680,ToAfSourcesActionDirection
0x59BDB623,ToAfSourcesActionPoint
0x54AA05C6,ToAfSourcesPositionForHopscotch
0xCB95DA48,ToAfSourcesPositionForHopscotchInActionArea
0xEEFAEB91,ToAfSourcesRandomPositionInActionArea
0x11B35484,ToAfSourcesRandomPositionInFreeSpace
0xEDFF231E,ToCamera
0xC7BDC427,Toddle
0xE32C10AA,ToDirZ
0x1A8CF6B1,Tofu
0x1E019583,Togarashi
0x13EAC12F,Toilet
0xC15115B6,ToiletPaper
0xBBA65299,ToIslandEditObjePosition
0xCECEE70E,Tokku
0xB15F6137,Tomato
0x7602AD85,TomatoJuice
0xEED96EFC,Tompoes
0xBC5A3502,ToMyRoomCenter
0xB780A9FD,Tonkatsu
0x8ACB3C72,Tool_Name
0x363055A4,ToOppositeAfSource
0x9E508C43,ToOtherObjectForPainting
0x674F48D9,Top
0xB5FDC9F3,Topic
0x8B2CE0A0,ToPlayer
0xA932D5BA,ToPosition
0x7E9250D8,Toppogi
0xDE84022B,Tops
0x4347F931,TopsIn
0x5CDC6B95,Topslong
0x8DE75D7E,TopsLongAlineH
0xD0584D9D,TopsLongAlineL
0xD80F2A69,TopsLongAlineN
0x2F4728E9,TopsOut
0x00769B79,TopsPuff
0xC5724A78,TopsSleeve
0xAB277B66,TopsUGCIndex
0xF60CE142,ToRandom
0xE24BC6DC,Torrijas
0x5C83455F,ToSea
0x37279464,ToSun
0x9F5FECF3,TouchMapObject
0x888B2CD2,ToufuKimuti
0xBADAE0CB,ToUnique
0xAEC006CA,Tower
0x0A1FCFA3,ToZPlus
0xA63EC11B,Train00
0xF0BA9170,Train01
0x73C602AF,Training00
0xCC3E6B48,TrainModel
0x2A6477D9,TrashCan
0x9E3D06DB,Travel
0x88F20A49,TravelComeTrue
0x246B63A0,TravelComeTrueLecture
0x99A45E6F,TravelCouple
0xF74DE264,TravelFriend
0xF4D55305,TravelLover
0xABB1C466,TravelPlaceN001
0xA2F9BBEB,TravelPlaceN002
0xE428EB67,TravelPlaceN003
0x2BAA6F04,TravelPlaceN004
0x42331569,TravelPlaceN005
0x1809DBFE,TravelPlaceN006
0x66BB86DF,TravelPlaceN007
0xFD92ABEB,TravelPlaceN008
0x458EC2AE,TravelPlaceN009
0x0DBE6BCF,TravelPlaceN010
0xF33D282E,TravelPlaceN011
0x4D35663C,TravelPlaceN012
0xB1A85CC2,TravelPlaceN013
0x31280976,TravelPlaceN014
0x9FFD0D7A,TravelPlaceN015
0x9F06CC4D,TravelPlaceN016
0xDCC3521C,TravelPlaceN017
0x8792ED22,TravelPlaceN018
0xCC9C1F28,TravelPlaceN019
0x2CA14AEC,TravelPlaceS001
0x456F4A79,TravelSpace
0x0281A7B7,Treasure
0x802F2A3A,TreasureAnythingEmotionTelopChatBlushAtLivingFloor
0x931FB827,TreasureAnythingEmotionTelopChatBlushAtLivingFloorSpeech
0x42805A08,TreasureAnythingEmotionTelopChatBlushAtRestaurant
0xA71DEC96,TreasureAnythingEmotionTelopChatBlushAtRoom
0x56E2ADC6,TreasureAnythingEmotionTelopChatBlushAtRoomSpeech
0x7C24AEF4,TreasureAnythingEmotionTelopChatBlushSitOnDiningTable
0x4EF568EB,TreasureAnythingEmotionTelopChatBlushSitOnTableBench
0xFBB6F4CC,TreasureAnythingEmotionTelopChatBlushSitOnTerraceBench
0x296EB457,TreasureAnythingEmotionTelopChatBlushSitOnTheGround
0x9AEDDEA1,TreasureAnythingEmotionTelopChatBlushSitOnTheGroundCircle
0x495F9379,TreasureAnythingEmotionTelopChatBlushSpeech
0x75684D8E,TreasureAnythingEmotionTelopChatDifficultAtLivingFloor
0x0D9A4B92,TreasureAnythingEmotionTelopChatDifficultAtLivingFloorSpeech
0x97335282,TreasureAnythingEmotionTelopChatDifficultAtRestaurant
0xE53EE2B3,TreasureAnythingEmotionTelopChatDifficultAtRoom
0xD78FC23B,TreasureAnythingEmotionTelopChatDifficultAtRoomSpeech
0x82BCE8E1,TreasureAnythingEmotionTelopChatDifficultSitOnDiningTable
0x5F5AE1D4,TreasureAnythingEmotionTelopChatDifficultSitOnTableBench
0x335A0363,TreasureAnythingEmotionTelopChatDifficultSitOnTerraceBench
0xBD730F39,TreasureAnythingEmotionTelopChatDifficultSitOnTheGround
0xF531CA25,TreasureAnythingEmotionTelopChatDifficultSitOnTheGroundCircle
0x2E903E52,TreasureAnythingEmotionTelopChatDifficultSpeech
0x3F172A7F,TreasureAnythingEmotionTelopChatImpressedAtLivingFloor
0xC278ED3E,TreasureAnythingEmotionTelopChatImpressedAtLivingFloorSpeech
0x09D7E70C,TreasureAnythingEmotionTelopChatImpressedAtRestaurant
0xE519B917,TreasureAnythingEmotionTelopChatImpressedAtRoom
0x07A9B007,TreasureAnythingEmotionTelopChatImpressedAtRoomSpeech
0x2448A17F,TreasureAnythingEmotionTelopChatImpressedSitOnDiningTable
0x49A95F1C,TreasureAnythingEmotionTelopChatImpressedSitOnTableBench
0xA37D8431,TreasureAnythingEmotionTelopChatImpressedSitOnTerraceBench
0xF8E64EEC,TreasureAnythingEmotionTelopChatImpressedSitOnTheGround
0xA9D43E0A,TreasureAnythingEmotionTelopChatImpressedSitOnTheGroundCircle
0xFED3FA47,TreasureAnythingEmotionTelopChatImpressedSpeech
0xFFF1A080,TreasureAnythingEmotionTelopChatInterestingAtLivingFloor
0xF3EEACAF,TreasureAnythingEmotionTelopChatInterestingAtLivingFloorSpeech
0x3F3DF91A,TreasureAnythingEmotionTelopChatInterestingAtRestaurant
0xD3160487,TreasureAnythingEmotionTelopChatInterestingAtRoom
0x23E54361,TreasureAnythingEmotionTelopChatInterestingAtRoomSpeech
0xA10CC558,TreasureAnythingEmotionTelopChatInterestingSitOnDiningTable
0x543B22BD,TreasureAnythingEmotionTelopChatInterestingSitOnTableBench
0x2EF746B0,TreasureAnythingEmotionTelopChatInterestingSitOnTerraceBench
0x710E4D6D,TreasureAnythingEmotionTelopChatInterestingSitOnTheGround
0x2A3B6AAC,TreasureAnythingEmotionTelopChatInterestingSitOnTheGroundCircle
0xAE09E1D0,TreasureAnythingEmotionTelopChatInterestingSpeech
0x213ABA90,TreasureAnythingEmotionTelopChatNoFeaturesAtLivingFloor
0xB6BCFFBB,TreasureAnythingEmotionTelopChatNoFeaturesAtLivingFloorSpeech
0xFC12E31F,TreasureAnythingEmotionTelopChatNoFeaturesAtRestaurant
0x8C2C70CF,TreasureAnythingEmotionTelopChatNoFeaturesAtRoom
0xC7996D13,TreasureAnythingEmotionTelopChatNoFeaturesAtRoomSpeech
0x8BB05C80,TreasureAnythingEmotionTelopChatNoFeaturesSitOnDiningTable
0x21675C2F,TreasureAnythingEmotionTelopChatNoFeaturesSitOnTableBench
0xD7D55DD6,TreasureAnythingEmotionTelopChatNoFeaturesSitOnTerraceBench
0xFD4ED0C7,TreasureAnythingEmotionTelopChatNoFeaturesSitOnTheGround
0xC82222B6,TreasureAnythingEmotionTelopChatNoFeaturesSitOnTheGroundCircle
0x1321AD03,TreasureAnythingEmotionTelopChatNoFeaturesSpeech
0x6E83AA7D,TreasureAnythingEmotionTelopChatNoveltyAtLivingFloor
0x38A444D0,TreasureAnythingEmotionTelopChatNoveltyAtLivingFloorSpeech
0xA460FEB8,TreasureAnythingEmotionTelopChatNoveltyAtRestaurant
0x43B8B65B,TreasureAnythingEmotionTelopChatNoveltyAtRoom
0x33600461,TreasureAnythingEmotionTelopChatNoveltyAtRoomSpeech
0xC7BC63E7,TreasureAnythingEmotionTelopChatNoveltySitOnDiningTable
0xF93F1DD6,TreasureAnythingEmotionTelopChatNoveltySitOnTableBench
0x522CC147,TreasureAnythingEmotionTelopChatNoveltySitOnTerraceBench
0xA5884CA8,TreasureAnythingEmotionTelopChatNoveltySitOnTheGround
0x04524BBE,TreasureAnythingEmotionTelopChatNoveltySitOnTheGroundCircle
0xEDF504B3,TreasureAnythingEmotionTelopChatNoveltySpeech
0x2EB7DFB1,TreasureAnythingEmotionTelopChatScaryAtLivingFloor
0x448AE471,TreasureAnythingEmotionTelopChatScaryAtLivingFloorSpeech
0x5D119303,TreasureAnythingEmotionTelopChatScaryAtRestaurant
0xC5159758,TreasureAnythingEmotionTelopChatScaryAtRoom
0x331A5658,TreasureAnythingEmotionTelopChatScaryAtRoomSpeech
0x0328206D,TreasureAnythingEmotionTelopChatScarySitOnDiningTable
0x5CF368CE,TreasureAnythingEmotionTelopChatScarySitOnTableBench
0x72434DA1,TreasureAnythingEmotionTelopChatScarySitOnTerraceBench
0xBEC7E996,TreasureAnythingEmotionTelopChatScarySitOnTheGround
0x0873B605,TreasureAnythingEmotionTelopChatScarySitOnTheGroundCircle
0xB481541D,TreasureAnythingEmotionTelopChatScarySpeech
0x98E9C090,TreasureBookEmotionTelopChatBlushAtLivingFloor
0xC3A19FCD,TreasureBookEmotionTelopChatBlushAtLivingFloorSpeech
0x9C84BDF3,TreasureBookEmotionTelopChatBlushAtRoom
0x314C20D5,TreasureBookEmotionTelopChatBlushAtRoomSpeech
0x7DBFF39D,TreasureBookEmotionTelopChatBlushSitOnFerrisWheelEntrance
0x714E5C21,TreasureBookEmotionTelopChatBlushSitOnFountain
0xAC403A9D,TreasureBookEmotionTelopChatBlushSitOnSofa
0xB2853B47,TreasureBookEmotionTelopChatBlushSitOnTheBench
0x9F7AF589,TreasureBookEmotionTelopChatBlushSitOnTheGround
0xFCF6E174,TreasureBookEmotionTelopChatBlushSitOnTheGroundCircle
0xB2A6C85E,TreasureBookEmotionTelopChatBlushSitOnTheHouseDeck
0x683565EC,TreasureBookEmotionTelopChatBlushSpeech
0x68B73A3B,TreasureBookEmotionTelopChatBlushSpeechCircle
0x171582AA,TreasureBookEmotionTelopChatDifficultAtLivingFloor
0x0E13DCF8,TreasureBookEmotionTelopChatDifficultAtLivingFloorSpeech
0xDABD22A7,TreasureBookEmotionTelopChatDifficultAtRoom
0x50A3B6F6,TreasureBookEmotionTelopChatDifficultAtRoomSpeech
0x07D1036E,TreasureBookEmotionTelopChatDifficultSitOnFerrisWheelEntrance
0x47E9B4F8,TreasureBookEmotionTelopChatDifficultSitOnFountain
0x23E1D748,TreasureBookEmotionTelopChatDifficultSitOnSofa
0x6A3B2C58,TreasureBookEmotionTelopChatDifficultSitOnTheBench
0x693CA7C6,TreasureBookEmotionTelopChatDifficultSitOnTheGround
0x5FD8CEF9,TreasureBookEmotionTelopChatDifficultSitOnTheGroundCircle
0x014CABBF,TreasureBookEmotionTelopChatDifficultSitOnTheHouseDeck
0xD0EC136F,TreasureBookEmotionTelopChatDifficultSpeech
0x0DF711C3,TreasureBookEmotionTelopChatDifficultSpeechCircle
0x6E4E3575,TreasureBookEmotionTelopChatImpressedAtLivingFloor
0x182961D2,TreasureBookEmotionTelopChatImpressedAtLivingFloorSpeech
0xCC6E4A39,TreasureBookEmotionTelopChatImpressedAtRoom
0x6F9D3072,TreasureBookEmotionTelopChatImpressedAtRoomSpeech
0xE5111DCB,TreasureBookEmotionTelopChatImpressedSitOnFerrisWheelEntrance
0x55484097,TreasureBookEmotionTelopChatImpressedSitOnFountain
0xB94B7C44,TreasureBookEmotionTelopChatImpressedSitOnSofa
0xFB9F19CF,TreasureBookEmotionTelopChatImpressedSitOnTheBench
0xD98FFBC2,TreasureBookEmotionTelopChatImpressedSitOnTheGround
0x4E447BDA,TreasureBookEmotionTelopChatImpressedSitOnTheGroundCircle
0xF2775E7E,TreasureBookEmotionTelopChatImpressedSitOnTheHouseDeck
0xFDF34F21,TreasureBookEmotionTelopChatImpressedSpeech
0xC434427C,TreasureBookEmotionTelopChatImpressedSpeechCircle
0x0997AFB6,TreasureBookEmotionTelopChatInterestingAtLivingFloor
0xFFAD2E78,TreasureBookEmotionTelopChatInterestingAtLivingFloorSpeech
0x58F871F9,TreasureBookEmotionTelopChatInterestingAtRoom
0x70AFF6B2,TreasureBookEmotionTelopChatInterestingAtRoomSpeech
0x85CD972B,TreasureBookEmotionTelopChatInterestingSitOnFerrisWheelEntrance
0x47CDFA9E,TreasureBookEmotionTelopChatInterestingSitOnFountain
0x8BCF5462,TreasureBookEmotionTelopChatInterestingSitOnSofa
0x2B2C07C9,TreasureBookEmotionTelopChatInterestingSitOnTheBench
0xC39E553A,TreasureBookEmotionTelopChatInterestingSitOnTheGround
0x8C9CC137,TreasureBookEmotionTelopChatInterestingSitOnTheGroundCircle
0xE83871C1,TreasureBookEmotionTelopChatInterestingSitOnTheHouseDeck
0x2F6AAAA1,TreasureBookEmotionTelopChatInterestingSpeech
0x895E0AC9,TreasureBookEmotionTelopChatInterestingSpeechCircle
0x319B13E9,TreasureBookEmotionTelopChatNoFeaturesAtLivingFloor
0x9A369E72,TreasureBookEmotionTelopChatNoFeaturesAtLivingFloorSpeech
0x8FB57907,TreasureBookEmotionTelopChatNoFeaturesAtRoom
0x53332B1E,TreasureBookEmotionTelopChatNoFeaturesAtRoomSpeech
0xB519B6FB,TreasureBookEmotionTelopChatNoFeaturesSitOnFerrisWheelEntrance
0x7E7D8874,TreasureBookEmotionTelopChatNoFeaturesSitOnFountain
0xA1A82D93,TreasureBookEmotionTelopChatNoFeaturesSitOnSofa
0xD1A0A3E5,TreasureBookEmotionTelopChatNoFeaturesSitOnTheBench
0x4E18AA4A,TreasureBookEmotionTelopChatNoFeaturesSitOnTheGround
0xB18BD2C3,TreasureBookEmotionTelopChatNoFeaturesSitOnTheGroundCircle
0xD487B6D0,TreasureBookEmotionTelopChatNoFeaturesSitOnTheHouseDeck
0xC293075C,TreasureBookEmotionTelopChatNoFeaturesSpeech
0xB7D1E636,TreasureBookEmotionTelopChatNoFeaturesSpeechCircle
0xFC05BAF5,TreasureBookEmotionTelopChatNoveltyAtLivingFloor
0x19F6D939,TreasureBookEmotionTelopChatNoveltyAtLivingFloorSpeech
0x961A6F0B,TreasureBookEmotionTelopChatNoveltyAtRoom
0xE0157787,TreasureBookEmotionTelopChatNoveltyAtRoomSpeech
0x52239CAC,TreasureBookEmotionTelopChatNoveltySitOnFerrisWheelEntrance
0x4F05B04E,TreasureBookEmotionTelopChatNoveltySitOnFountain
0x0DC2D04D,TreasureBookEmotionTelopChatNoveltySitOnSofa
0x03A289D9,TreasureBookEmotionTelopChatNoveltySitOnTheBench
0x624F5C48,TreasureBookEmotionTelopChatNoveltySitOnTheGround
0x30DBBF42,TreasureBookEmotionTelopChatNoveltySitOnTheGroundCircle
0x5A1BA985,TreasureBookEmotionTelopChatNoveltySitOnTheHouseDeck
0x1F47B258,TreasureBookEmotionTelopChatNoveltySpeech
0x7BF1723F,TreasureBookEmotionTelopChatNoveltySpeechCircle
0xB475ECBD,TreasureBookEmotionTelopChatScaryAtLivingFloor
0x479F3484,TreasureBookEmotionTelopChatScaryAtLivingFloorSpeech
0xC0BD20E3,TreasureBookEmotionTelopChatScaryAtRoom
0xFE5D0918,TreasureBookEmotionTelopChatScaryAtRoomSpeech
0x2F57E72D,TreasureBookEmotionTelopChatScarySitOnFerrisWheelEntrance
0x2D0FCAEF,TreasureBookEmotionTelopChatScarySitOnFountain
0x7C28163A,TreasureBookEmotionTelopChatScarySitOnSofa
0x88E26AE7,TreasureBookEmotionTelopChatScarySitOnTheBench
0xE954F9E1,TreasureBookEmotionTelopChatScarySitOnTheGround
0x5C19A2FF,TreasureBookEmotionTelopChatScarySitOnTheGroundCircle
0xDFE79CEE,TreasureBookEmotionTelopChatScarySitOnTheHouseDeck
0x3EE7D586,TreasureBookEmotionTelopChatScarySpeech
0x771DD6CD,TreasureBookEmotionTelopChatScarySpeechCircle
0xB1C3A975,TreasureGameEmotionTelopChatBlushAtLivingFloor
0x93E6AAD6,TreasureGameEmotionTelopChatBlushAtRoom
0xED9A0640,TreasureGameEmotionTelopChatBlushSitOnFerrisWheelEntrance
0xEDBC8399,TreasureGameEmotionTelopChatBlushSitOnFountain
0x48DB39C7,TreasureGameEmotionTelopChatBlushSitOnSofa
0xF44DF2CE,TreasureGameEmotionTelopChatBlushSitOnSofaTVMode
0xD4CEAAA0,TreasureGameEmotionTelopChatBlushSitOnTheBench
0x3C330CFF,TreasureGameEmotionTelopChatBlushSitOnTheGround
0x016C865D,TreasureGameEmotionTelopChatBlushSitOnTheGroundCircle
0x8FF7B77E,TreasureGameEmotionTelopChatBlushSitOnTheHouseDeck
0xE3617E3C,TreasureGameEmotionTelopChatDifficultAtLivingFloor
0xDB1BB7E4,TreasureGameEmotionTelopChatDifficultAtRoom
0xAC58E9AE,TreasureGameEmotionTelopChatDifficultSitOnFerrisWheelEntrance
0x4F92F9CA,TreasureGameEmotionTelopChatDifficultSitOnFountain
0x5225873C,TreasureGameEmotionTelopChatDifficultSitOnSofa
0x7ED5E50B,TreasureGameEmotionTelopChatDifficultSitOnSofaTVMode
0x34E3A25A,TreasureGameEmotionTelopChatDifficultSitOnTheBench
0x689F9997,TreasureGameEmotionTelopChatDifficultSitOnTheGround
0x8AC15529,TreasureGameEmotionTelopChatDifficultSitOnTheGroundCircle
0x3EE25E71,TreasureGameEmotionTelopChatDifficultSitOnTheHouseDeck
0x389D1DF2,TreasureGameEmotionTelopChatImpressedAtLivingFloor
0x5ABE7E04,TreasureGameEmotionTelopChatImpressedAtRoom
0x25CF3D29,TreasureGameEmotionTelopChatImpressedSitOnFerrisWheelEntrance
0x982DD28D,TreasureGameEmotionTelopChatImpressedSitOnFountain
0x95338B42,TreasureGameEmotionTelopChatImpressedSitOnSofa
0xE9347774,TreasureGameEmotionTelopChatImpressedSitOnSofaTVMode
0x7638A6E9,TreasureGameEmotionTelopChatImpressedSitOnTheBench
0x4531DA21,TreasureGameEmotionTelopChatImpressedSitOnTheGround
0x89B42B80,TreasureGameEmotionTelopChatImpressedSitOnTheGroundCircle
0x72E3080C,TreasureGameEmotionTelopChatImpressedSitOnTheHouseDeck
0xA8BE0291,TreasureGameEmotionTelopChatInterestingAtLivingFloor
0xB01DF51A,TreasureGameEmotionTelopChatInterestingAtRoom
0x8139D0D9,TreasureGameEmotionTelopChatInterestingSitOnFerrisWheelEntrance
0xCDCE9BE9,TreasureGameEmotionTelopChatInterestingSitOnFountain
0x572175D4,TreasureGameEmotionTelopChatInterestingSitOnSofa
0x5DF667B3,TreasureGameEmotionTelopChatInterestingSitOnSofaTVMode
0xF27EF64B,TreasureGameEmotionTelopChatInterestingSitOnTheBench
0xD4312E35,TreasureGameEmotionTelopChatInterestingSitOnTheGround
0x6F89E959,TreasureGameEmotionTelopChatInterestingSitOnTheGroundCircle
0x21468567,TreasureGameEmotionTelopChatInterestingSitOnTheHouseDeck
0xBDC6D1EB,TreasureGameEmotionTelopChatNoFeaturesAtLivingFloor
0x19BC9876,TreasureGameEmotionTelopChatNoFeaturesAtRoom
0x9624B946,TreasureGameEmotionTelopChatNoFeaturesSitOnFerrisWheelEntrance
0xE1643B0E,TreasureGameEmotionTelopChatNoFeaturesSitOnFountain
0x4C7F5BAC,TreasureGameEmotionTelopChatNoFeaturesSitOnSofa
0xCFEF2E7F,TreasureGameEmotionTelopChatNoFeaturesSitOnSofaTVMode
0xF202D44B,TreasureGameEmotionTelopChatNoFeaturesSitOnTheBench
0x02BCFDEE,TreasureGameEmotionTelopChatNoFeaturesSitOnTheGround
0xF5A55043,TreasureGameEmotionTelopChatNoFeaturesSitOnTheGroundCircle
